qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_formatted,q1_milliseconds,q2_formatted,q2_milliseconds,q3_formatted,q3_milliseconds
271,31,17,9,10,3,01:36.0,01:36.3,01:38.1,01:36.001,96001,01:36.306,96306,01:38.117,98117
272,31,7,5,14,4,01:35.5,01:36.2,01:38.4,01:35.543,95543,01:36.175,96175,01:38.445,98445
273,31,3,3,7,5,01:35.5,01:35.9,01:38.8,01:35.485,95485,01:35.898,95898,01:38.767,98767
274,31,13,6,2,6,01:35.5,01:36.7,01:38.9,01:35.536,95536,01:36.676,96676,01:38.894,98894
275,31,15,7,11,7,01:35.9,01:36.0,01:39.2,01:35.906,95906,01:36.008,96008,01:39.152,99152
276,31,4,4,5,8,01:36.3,01:36.5,01:39.8,01:36.297,96297,01:36.518,96518,01:39.751,99751
277,31,10,7,12,9,01:35.7,01:36.5,01:39.8,01:35.737,95737,01:36.525,96525,01:39.787,99787
278,31,2,2,3,10,01:35.7,01:36.6,01:39.9,01:35.709,95709,01:36.626,96626,01:39.906,99906
279,31,9,2,4,11,01:35.6,01:36.7,\N,01:35.553,95553,01:36.697,96697,,
280,31,21,10,21,12,01:36.3,01:36.7,\N,01:36.280,96280,01:36.698,96698,,
281,31,14,9,9,13,01:36.5,01:37.3,\N,01:36.485,96485,01:37.284,97284,,
282,31,8,6,1,14,01:36.0,01:37.5,\N,01:35.965,95965,01:37.522,97522,,
283,31,1,1,22,15,01:35.4,01:39.3,\N,01:35.394,95394,01:39.265,99265,,
284,31,22,11,17,16,01:36.5,\N,\N,01:36.510,96510,,,,
285,31,12,4,6,17,01:36.6,\N,\N,01:36.630,96630,,,,
286,31,6,3,8,18,01:36.7,\N,\N,01:36.653,96653,,,,
287,31,18,11,16,19,01:37.0,\N,\N,01:37.006,97006,,,,
288,31,16,10,20,20,01:37.4,\N,\N,01:37.417,97417,,,,
289,32,13,6,2,1,01:44.5,01:44.0,01:44.8,01:44.519,104519,01:44.014,104014,01:44.801,104801
290,32,1,1,22,2,01:44.5,01:44.9,01:45.5,01:44.501,104501,01:44.932,104932,01:45.465,105465
291,32,8,6,1,3,01:44.3,01:44.2,01:45.6,01:44.282,104282,01:44.232,104232,01:45.617,105617
292,32,9,2,4,4,01:44.7,01:44.5,01:45.8,01:44.740,104740,01:44.519,104519,01:45.779,105779
293,32,5,1,23,5,01:44.3,01:44.2,01:45.9,01:44.311,104311,01:44.207,104207,01:45.873,105873
294,32,2,2,3,6,01:45.5,01:44.5,01:46.0,01:45.548,105548,01:44.520,104520,01:45.964,105964
295,32,20,5,15,7,01:45.0,01:44.3,01:46.2,01:45.042,105042,01:44.261,104261,01:46.244,106244
296,32,10,7,12,8,01:45.2,01:44.4,01:46.3,01:45.184,105184,01:44.441,104441,01:46.328,106328
297,32,3,3,7,9,01:45.1,01:44.4,01:46.6,01:45.103,105103,01:44.429,104429,01:46.611,106611
298,32,6,3,8,10,01:45.1,01:44.8,01:47.5,01:45.127,105127,01:44.826,104826,01:47.547,107547
299,32,15,7,11,11,01:45.6,01:45.0,\N,01:45.642,105642,01:45.038,105038,,
300,32,18,11,16,12,01:45.7,01:45.1,\N,01:45.660,105660,01:45.133,105133,,
301,32,17,9,10,13,01:45.5,01:45.2,\N,01:45.493,105493,01:45.212,105212,,
302,32,14,9,9,14,01:46.0,01:45.3,\N,01:46.028,106028,01:45.298,105298,,
303,32,4,4,5,15,01:45.0,\N,\N,01:44.971,104971,,,,
304,32,12,4,6,16,01:46.0,\N,\N,01:46.037,106037,,,,
305,32,7,5,14,17,01:46.4,\N,\N,01:46.389,106389,,,,
306,32,22,11,17,18,01:46.6,\N,\N,01:46.583,106583,,,,
307,32,16,10,20,19,01:47.9,\N,\N,01:47.940,107940,,,,
308,32,21,10,21,20,\N,\N,\N,,,,,,
309,33,1,1,22,1,01:18.1,01:17.5,01:18.4,01:18.071,78071,01:17.462,77462,01:18.404,78404
310,33,8,6,1,2,01:18.2,01:17.7,01:18.6,01:18.160,78160,01:17.733,77733,01:18.644,78644
311,33,5,1,23,3,01:18.2,01:17.4,01:18.8,01:18.220,78220,01:17.360,77360,01:18.821,78821
312,33,4,4,5,4,01:18.3,01:17.9,01:18.9,01:18.290,78290,01:17.871,77871,01:18.852,78852
313,33,13,6,2,5,01:18.1,01:17.3,01:18.9,01:18.110,78110,01:17.287,77287,01:18.874,78874
314,33,9,2,4,6,01:18.7,01:17.9,01:19.0,01:18.684,78684,01:17.931,77931,01:18.979,78979
315,33,15,7,11,7,01:18.5,01:17.5,01:19.0,01:18.501,78501,01:17.541,77541,01:19.026,79026
316,33,10,7,12,8,01:17.9,01:17.7,01:19.1,01:17.945,77945,01:17.670,77670,01:19.118,79118
317,33,20,5,15,9,01:18.6,01:17.7,01:19.6,01:18.559,78559,01:17.714,77714,01:19.638,79638
318,33,7,5,14,10,01:18.6,01:18.1,01:20.2,01:18.593,78593,01:18.102,78102,01:20.167,80167
319,33,14,9,9,11,01:18.3,01:18.2,\N,01:18.303,78303,01:18.187,78187,,
320,33,12,4,6,12,01:18.3,01:18.3,\N,01:18.300,78300,01:18.274,78274,,
321,33,17,9,10,13,01:18.4,01:18.4,\N,01:18.372,78372,01:18.354,78354,,
322,33,6,3,8,14,01:18.6,01:18.6,\N,01:18.640,78640,01:18.594,78594,,
323,33,3,3,7,15,01:18.7,01:18.7,\N,01:18.740,78740,01:18.672,78672,,
324,33,2,2,3,16,01:18.8,\N,\N,01:18.835,78835,,,,
325,33,22,11,17,17,01:18.9,\N,\N,01:18.882,78882,,,,
326,33,18,11,16,18,01:19.1,\N,\N,01:19.100,79100,,,,
327,33,16,10,20,19,01:19.2,\N,\N,01:19.163,79163,,,,
328,33,21,10,21,20,01:19.9,\N,\N,01:19.910,79910,,,,
329,34,1,1,22,1,01:35.6,01:34.9,01:36.3,01:35.566,95566,01:34.947,94947,01:36.303,96303
330,34,8,6,1,2,01:36.0,01:35.4,01:36.6,01:35.983,95983,01:35.355,95355,01:36.645,96645
331,34,13,6,2,3,01:36.0,01:35.1,01:36.9,01:35.971,95971,01:35.135,95135,01:36.889,96889
332,34,4,4,5,4,01:35.8,01:35.5,01:36.9,01:35.769,95769,01:35.461,95461,01:36.927,96927
333,34,5,1,23,5,01:35.6,01:35.2,01:36.9,01:35.623,95623,01:35.216,95216,01:36.930,96930
334,34,17,9,10,6,01:36.2,01:35.7,01:37.1,01:36.238,96238,01:35.686,95686,01:37.083,97083
335,34,2,2,3,7,01:36.2,01:35.4,01:37.2,01:36.224,96224,01:35.403,95403,01:37.201,97201
336,34,20,5,15,8,01:35.8,01:35.4,01:37.7,01:35.752,95752,01:35.386,95386,01:37.685,97685
337,34,15,7,11,9,01:36.1,01:35.7,01:37.9,01:36.104,96104,01:35.715,95715,01:37.934,97934
338,34,7,5,14,10,01:36.2,01:35.5,01:38.9,01:36.239,96239,01:35.478,95478,01:38.885,98885
339,34,12,4,6,11,01:36.0,01:35.7,\N,01:36.029,96029,01:35.722,95722,,
340,34,9,2,4,12,01:36.5,01:35.8,\N,01:36.503,96503,01:35.814,95814,,
341,34,10,7,12,13,01:36.2,01:35.9,\N,01:36.210,96210,01:35.937,95937,,
342,34,22,11,17,14,01:36.6,01:36.1,\N,01:36.640,96640,01:36.079,96079,,
343,34,3,3,7,15,01:36.4,01:36.2,\N,01:36.434,96434,01:36.210,96210,,
344,34,14,9,9,16,01:36.7,\N,\N,01:36.731,96731,,,,
345,34,6,3,8,17,01:36.9,\N,\N,01:36.863,96863,,,,
346,34,18,11,16,18,01:37.1,\N,\N,01:37.053,97053,,,,
347,34,16,10,20,19,01:37.7,\N,\N,01:37.730,97730,,,,
348,34,21,10,21,20,01:37.7,\N,\N,01:37.739,97739,,,,
349,35,13,6,2,1,01:11.8,01:11.9,01:12.4,01:11.830,71830,01:11.875,71875,01:12.368,72368
350,35,15,7,11,2,01:12.2,01:12.1,01:12.7,01:12.226,72226,01:12.107,72107,01:12.737,72737
351,35,8,6,1,3,01:12.1,01:11.9,01:12.8,01:12.083,72083,01:11.950,71950,01:12.825,72825
352,35,1,1,22,4,01:12.2,01:11.9,01:12.8,01:12.213,72213,01:11.856,71856,01:12.830,72830
353,35,5,1,23,5,01:12.4,01:11.8,01:12.9,01:12.366,72366,01:11.768,71768,01:12.917,72917
354,35,4,4,5,6,01:12.2,01:12.1,01:13.0,01:12.214,72214,01:12.090,72090,01:12.967,72967
355,35,20,5,15,7,01:12.4,01:11.8,01:13.1,01:12.390,72390,01:11.845,71845,01:13.082,73082
356,35,2,2,3,8,01:12.4,01:12.0,01:13.3,01:12.371,72371,01:12.026,72026,01:13.297,73297
357,35,7,5,14,9,01:12.5,01:12.1,01:14.1,01:12.498,72498,01:12.075,72075,01:14.105,74105
358,35,10,7,12,10,01:12.2,01:11.9,01:14.2,01:12.223,72223,01:11.909,71909,01:14.230,74230
359,35,12,4,6,11,01:12.3,01:12.1,\N,01:12.348,72348,01:12.137,72137,,
360,35,17,9,10,12,01:12.4,01:12.3,\N,01:12.409,72409,01:12.289,72289,,
361,35,9,2,4,13,01:12.4,01:12.3,\N,01:12.381,72381,01:12.300,72300,,
362,35,14,9,9,14,01:12.7,01:12.7,\N,01:12.690,72690,01:12.717,72717,,
363,35,22,11,17,15,01:12.5,01:13.1,\N,01:12.548,72548,01:13.139,73139,,
364,35,6,3,8,16,01:12.8,\N,\N,01:12.800,72800,,,,
365,35,18,11,16,17,01:12.8,\N,\N,01:12.810,72810,,,,
366,35,3,3,7,18,01:13.0,\N,\N,01:13.002,73002,,,,
367,35,21,10,21,19,01:13.4,\N,\N,01:13.426,73426,,,,
368,35,16,10,20,20,01:13.5,\N,\N,01:13.508,73508,,,,
369,36,8,6,6,1,01:26.6,01:25.6,01:26.1,01:26.644,86644,01:25.644,85644,01:26.072,86072
370,36,4,1,1,2,01:26.7,01:25.3,01:26.5,01:26.697,86697,01:25.326,85326,01:26.493,86493
371,36,2,2,9,3,01:26.9,01:25.4,01:26.6,01:26.895,86895,01:25.358,85358,01:26.556,86556
372,36,1,1,2,4,01:26.7,01:25.6,01:26.8,01:26.674,86674,01:25.577,85577,01:26.755,86755
373,36,9,2,10,5,01:26.7,01:25.9,01:27.3,01:26.696,86696,01:25.882,85882,01:27.347,87347
374,36,21,4,3,6,01:27.3,01:25.9,01:27.6,01:27.270,87270,01:25.944,85944,01:27.634,87634
375,36,17,9,15,7,01:27.0,01:26.6,01:27.9,01:26.978,86978,01:26.623,86623,01:27.934,87934
376,36,15,7,12,8,01:27.0,01:26.7,01:28.4,01:27.014,87014,01:26.688,86688,01:28.404,88404
377,36,23,7,11,9,01:27.3,01:26.7,01:28.7,01:27.328,87328,01:26.739,86739,01:28.692,88692
378,36,11,8,22,10,01:27.4,01:26.8,01:28.9,01:27.365,87365,01:26.758,86758,01:28.871,88871
379,36,19,8,23,11,01:27.0,01:26.9,\N,01:26.986,86986,01:26.909,86909,,
380,36,3,3,16,12,01:27.6,01:26.9,\N,01:27.596,87596,01:26.914,86914,,
381,36,5,4,4,13,01:27.5,01:27.0,\N,01:27.529,87529,01:26.964,86964,,
382,36,18,11,7,14,01:27.5,01:27.3,\N,01:27.540,87540,01:27.264,87264,,
383,36,25,3,17,15,01:27.5,01:27.4,\N,01:27.479,87479,01:27.393,87393,,
384,36,13,6,5,16,01:26.7,\N,\N,01:26.712,86712,,,,
385,36,22,11,8,17,01:27.7,\N,\N,01:27.679,87679,,,,
386,36,26,5,19,18,01:28.3,\N,\N,01:28.305,88305,,,,
387,36,14,9,14,19,01:28.6,\N,\N,01:28.579,88579,,,,
388,36,24,5,18,20,01:29.3,\N,\N,01:29.267,89267,,,,
389,36,16,12,20,21,01:29.3,\N,\N,01:29.339,89339,,,,
390,36,27,12,21,22,01:31.9,\N,\N,01:31.932,91932,,,,
391,37,13,6,5,1,01:35.3,01:34.5,01:35.0,01:35.340,95340,01:34.454,94454,01:35.043,95043
392,37,4,1,1,2,01:34.9,01:34.1,01:35.3,01:34.942,94942,01:34.057,94057,01:35.310,95310
393,37,8,6,6,3,01:35.1,01:34.7,01:35.5,01:35.138,95138,01:34.687,94687,01:35.479,95479
394,37,1,1,2,4,01:35.0,01:34.7,01:36.0,01:35.028,95028,01:34.650,94650,01:36.045,96045
395,37,2,2,9,5,01:35.6,01:35.2,01:36.5,01:35.617,95617,01:35.203,95203,01:36.543,96543
396,37,3,3,16,6,01:35.8,01:35.4,01:36.8,01:35.755,95755,01:35.380,95380,01:36.829,96829
397,37,9,2,10,7,01:35.3,01:34.7,01:36.8,01:35.294,95294,01:34.739,94739,01:36.839,96839
398,37,15,7,12,8,01:35.7,01:35.3,01:36.9,01:35.666,95666,01:35.255,95255,01:36.902,96902
399,37,23,7,11,9,01:35.7,01:35.6,01:37.1,01:35.736,95736,01:35.595,95595,01:37.078,97078
400,37,17,9,15,10,01:35.7,01:35.6,01:37.3,01:35.727,95727,01:35.579,95579,01:37.345,97345
401,37,5,4,4,11,01:36.1,01:35.6,\N,01:36.092,96092,01:35.630,95630,,
402,37,21,4,3,12,01:35.9,01:35.7,\N,01:35.879,95879,01:35.706,95706,,
403,37,14,9,14,13,01:35.7,01:35.8,\N,01:35.730,95730,01:35.766,95766,,
404,37,11,8,22,14,01:36.4,01:35.9,\N,01:36.430,96430,01:35.945,95945,,
405,37,18,11,7,15,01:35.9,01:36.1,\N,01:35.913,95913,01:36.088,96088,,
406,37,24,5,18,16,01:36.1,01:36.1,\N,01:36.140,96140,01:36.145,96145,,
407,37,26,5,19,17,01:36.6,\N,\N,01:36.578,96578,,,,
408,37,19,8,23,18,01:36.8,\N,\N,01:36.816,96816,,,,
409,37,22,11,8,19,01:36.8,\N,\N,01:36.827,96827,,,,
410,37,25,3,17,20,01:37.3,\N,\N,01:37.326,97326,,,,
411,37,27,12,21,21,01:38.3,\N,\N,01:38.279,98279,,,,
412,37,16,12,20,22,01:38.4,\N,\N,01:38.415,98415,,,,
413,38,13,6,5,1,01:32.4,01:31.4,01:32.7,01:32.443,92443,01:31.359,91359,01:32.652,92652
414,38,1,1,2,2,01:32.6,01:31.8,01:32.9,01:32.580,92580,01:31.752,91752,01:32.935,92935
415,38,8,6,6,3,01:33.2,01:31.8,01:33.1,01:33.161,93161,01:31.812,91812,01:33.131,93131
416,38,4,1,1,4,01:33.0,01:32.2,01:33.2,01:33.049,93049,01:32.214,92214,01:33.192,93192
417,38,2,2,9,5,01:33.2,01:32.2,01:33.4,01:33.164,93164,01:32.154,92154,01:33.404,93404
418,38,9,2,10,6,01:33.3,01:32.3,01:33.7,01:33.348,93348,01:32.292,92292,01:33.710,93710
419,38,21,4,3,7,01:33.6,01:32.9,01:34.1,01:33.556,93556,01:32.889,92889,01:34.056,94056
420,38,17,9,15,8,01:33.5,01:32.8,01:34.1,01:33.496,93496,01:32.808,92808,01:34.106,94106
421,38,15,7,12,9,01:33.2,01:32.4,01:34.2,01:33.218,93218,01:32.429,92429,01:34.154,94154
422,38,3,3,16,10,01:33.3,01:32.8,01:34.4,01:33.349,93349,01:32.815,92815,01:34.399,94399
423,38,25,3,17,11,01:33.8,01:32.9,\N,01:33.759,93759,01:32.915,92915,,
424,38,5,4,4,12,01:33.5,01:32.9,\N,01:33.467,93467,01:32.935,92935,,
425,38,19,8,23,13,01:33.3,01:33.1,\N,01:33.299,93299,01:33.082,93082,,
426,38,23,7,11,14,01:33.9,01:33.3,\N,01:33.923,93923,01:33.294,93294,,
427,38,22,11,8,15,01:33.8,01:33.6,\N,01:33.776,93776,01:33.624,93624,,
428,38,18,11,7,16,01:34.0,01:33.7,\N,01:33.967,93967,01:33.731,93731,,
429,38,11,8,22,17,01:34.0,\N,\N,01:33.984,93984,,,,
430,38,24,5,18,18,01:34.0,\N,\N,01:34.024,94024,,,,
431,38,26,5,19,19,01:34.3,\N,\N,01:34.333,94333,,,,
432,38,16,12,20,20,01:35.3,\N,\N,01:35.280,95280,,,,
433,38,14,9,14,21,01:35.3,\N,\N,01:35.341,95341,,,,
434,38,27,12,12,22,01:35.5,\N,\N,01:35.533,95533,,,,
435,39,13,6,5,1,01:21.4,01:20.6,01:21.4,01:21.375,81375,01:20.597,80597,01:21.421,81421
436,39,4,1,1,2,01:21.6,01:20.8,01:21.5,01:21.609,81609,01:20.797,80797,01:21.451,81451
437,39,8,6,6,3,01:21.8,01:20.7,01:21.7,01:21.802,81802,01:20.741,80741,01:21.723,81723
438,39,1,1,2,4,01:21.1,01:20.7,01:21.8,01:21.120,81120,01:20.713,80713,01:21.785,81785
439,39,9,2,10,5,01:21.9,01:21.4,01:22.3,01:21.941,81941,01:21.381,81381,01:22.253,82253
440,39,15,7,12,6,01:22.5,01:21.6,01:22.3,01:22.501,82501,01:21.554,81554,01:22.324,82324
441,39,2,2,9,7,01:21.6,01:21.1,01:22.4,01:21.625,81625,01:21.113,81113,01:22.389,82389
442,39,5,4,4,8,01:21.8,01:21.6,01:22.6,01:21.790,81790,01:21.623,81623,01:22.568,82568
443,39,14,9,14,9,01:22.5,01:21.5,01:22.7,01:22.491,82491,01:21.488,81488,01:22.749,82749
444,39,21,4,3,10,01:22.1,01:21.7,01:22.9,01:22.064,82064,01:21.677,81677,01:22.881,82881
445,39,3,3,16,11,01:21.9,01:22.0,\N,01:21.943,81943,01:21.968,81968,,
446,39,22,11,8,12,01:22.5,01:22.1,\N,01:22.502,82502,01:22.097,82097,,
447,39,11,8,22,13,01:22.1,01:22.1,\N,01:22.090,82090,01:22.115,82115,,
448,39,18,11,7,14,01:22.5,01:22.1,\N,01:22.503,82503,01:22.120,82120,,
449,39,19,8,23,15,01:22.3,\N,\N,01:22.295,82295,,,,
450,39,24,5,18,16,01:22.5,\N,\N,01:22.508,82508,,,,
451,39,23,7,11,17,01:22.7,\N,\N,01:22.666,82666,,,,
452,39,25,3,17,18,01:22.8,\N,\N,01:22.769,82769,,,,
453,39,17,9,15,19,01:23.4,\N,\N,01:23.398,83398,,,,
454,39,16,12,20,20,01:23.8,\N,\N,01:23.811,83811,,,,
455,39,27,12,21,21,01:24.0,\N,\N,01:23.990,83990,,,,
456,39,26,5,19,22,\N,\N,\N,,,,,,
457,40,4,1,1,1,01:16.1,01:15.4,01:15.7,01:16.059,76059,01:15.431,75431,01:15.726,75726
458,40,1,1,2,2,01:15.7,01:15.5,01:15.9,01:15.685,75685,01:15.479,75479,01:15.905,75905
459,40,13,6,5,3,01:16.8,01:16.0,01:16.0,01:16.786,76786,01:16.034,76034,01:15.967,75967
460,40,21,4,3,4,01:17.6,01:16.1,01:16.3,01:17.596,77596,01:16.054,76054,01:16.285,76285
461,40,3,3,16,5,01:16.9,01:16.1,01:16.4,01:16.870,76870,01:16.100,76100,01:16.439,76439
462,40,17,9,15,6,01:17.8,01:16.4,01:16.8,01:17.816,77816,01:16.420,76420,01:16.784,76784
463,40,2,2,9,7,01:17.4,01:15.7,01:16.8,01:17.385,77385,01:15.733,75733,01:16.832,76832
464,40,9,2,10,8,01:17.6,01:15.6,01:17.0,01:17.584,77584,01:15.576,75576,01:16.955,76955
465,40,22,11,8,9,01:17.2,01:16.5,01:17.5,01:17.244,77244,01:16.454,76454,01:17.498,77498
466,40,18,11,7,10,01:17.3,01:16.5,01:17.9,01:17.297,77297,01:16.457,76457,01:17.939,77939
467,40,25,3,17,11,01:17.9,01:16.7,\N,01:17.874,77874,01:16.662,76662,,
468,40,24,5,18,12,01:16.7,01:16.7,\N,01:16.720,76720,01:16.703,76703,,
469,40,14,9,14,13,01:17.2,01:16.3,\N,01:17.204,77204,01:16.319,76319,,
470,40,15,7,12,14,01:17.7,01:17.0,\N,01:17.686,77686,01:16.988,76988,,
471,40,5,4,4,15,01:17.8,01:17.1,\N,01:17.836,77836,01:17.125,77125,,
472,40,8,6,6,16,01:16.3,\N,\N,01:16.251,76251,,,,
473,40,19,8,23,17,01:18.3,\N,\N,01:18.250,78250,,,,
474,40,26,5,19,18,01:18.4,\N,\N,01:18.390,78390,,,,
475,40,16,12,20,19,01:18.4,\N,\N,01:18.418,78418,,,,
476,40,23,7,11,20,01:18.5,\N,\N,01:18.539,78539,,,,
477,40,11,8,22,21,01:18.6,\N,\N,01:18.554,78554,,,,
478,40,27,12,21,22,\N,\N,\N,,,,,,
479,41,1,1,2,1,01:16.6,01:15.5,01:15.7,01:16.576,76576,01:15.486,75486,01:15.707,75707
480,41,4,1,1,2,01:16.6,01:15.5,01:16.2,01:16.562,76562,01:15.522,75522,01:16.163,76163
481,41,2,2,9,3,01:17.0,01:16.0,01:16.3,01:17.006,77006,01:15.960,75960,01:16.266,76266
482,41,8,6,6,4,01:16.5,01:16.6,01:16.4,01:16.468,76468,01:16.592,76592,01:16.411,76411
483,41,13,6,5,5,01:16.8,01:16.1,01:16.6,01:16.756,76756,01:16.138,76138,01:16.570,76570
484,41,17,9,15,6,01:17.3,01:16.3,01:16.9,01:17.315,77315,01:16.257,76257,01:16.913,76913
485,41,3,3,16,7,01:17.0,01:16.2,01:16.9,01:17.016,77016,01:16.190,76190,01:16.919,76919
486,41,9,2,10,8,01:17.3,01:16.4,01:17.0,01:17.267,77267,01:16.368,76368,01:16.993,76993
487,41,21,4,3,9,01:16.8,01:16.3,01:17.2,01:16.805,76805,01:16.288,76288,01:17.229,77229
488,41,15,7,12,10,01:17.3,01:16.6,01:17.7,01:17.324,77324,01:16.600,76600,01:17.747,77747
489,41,11,8,22,11,01:17.5,01:16.7,\N,01:17.490,77490,01:16.743,76743,,
490,41,24,5,18,12,01:17.5,01:16.8,\N,01:17.541,77541,01:16.760,76760,,
491,41,22,11,8,13,01:17.0,01:17.1,\N,01:17.011,77011,01:17.116,77116,,
492,41,14,9,14,14,01:17.4,01:17.3,\N,01:17.436,77436,01:17.304,77304,,
493,41,18,11,7,15,01:17.5,01:17.5,\N,01:17.522,77522,01:17.541,77541,,
494,41,26,5,19,16,01:17.4,01:17.6,\N,01:17.433,77433,01:17.571,77571,,
495,41,19,8,23,17,01:17.5,\N,\N,01:17.542,77542,,,,
496,41,23,7,11,18,01:17.6,\N,\N,01:17.634,77634,,,,
497,41,25,3,17,19,01:18.1,\N,\N,01:18.089,78089,,,,
498,41,16,12,20,20,01:18.5,\N,\N,01:18.536,78536,,,,
499,41,27,12,21,21,01:19.2,\N,\N,01:19.196,79196,,,,
500,41,5,4,4,22,01:17.8,\N,\N,01:17.806,77806,,,,
501,42,1,1,2,1,01:12.6,01:12.1,01:12.3,01:12.563,72563,01:12.065,72065,01:12.331,72331
502,42,4,1,1,2,01:12.4,01:11.9,01:12.5,01:12.416,72416,01:11.926,71926,01:12.500,72500
503,42,13,6,5,3,01:12.7,01:12.2,01:12.7,01:12.731,72731,01:12.180,72180,01:12.703,72703
504,42,8,6,6,4,01:12.7,01:12.1,01:12.8,01:12.732,72732,01:12.111,72111,01:12.839,72839
505,42,2,2,9,5,01:12.5,01:12.2,01:12.8,01:12.543,72543,01:12.188,72188,01:12.847,72847
506,42,5,4,4,6,01:13.0,01:12.6,01:13.3,01:12.998,72998,01:12.599,72599,01:13.308,73308
507,42,20,2,10,7,01:12.7,01:12.6,01:13.5,01:12.711,72711,01:12.644,72644,01:13.513,73513
508,42,15,7,12,8,01:13.2,01:12.8,01:13.8,01:13.186,73186,01:12.828,72828,01:13.789,73789
509,42,17,9,15,9,01:13.4,01:12.8,01:13.9,01:13.425,73425,01:12.788,72788,01:13.871,73871
510,42,21,4,3,10,01:13.2,01:12.6,01:14.0,01:13.168,73168,01:12.603,72603,01:13.953,73953
511,42,14,9,14,11,01:13.4,01:12.9,\N,01:13.424,73424,01:12.873,72873,,
512,42,23,7,11,12,01:12.9,01:12.9,\N,01:12.851,72851,01:12.920,72920,,
513,42,18,11,7,13,01:13.3,01:13.0,\N,01:13.306,73306,01:12.998,72998,,
514,42,3,3,16,14,01:13.1,01:13.1,\N,01:13.128,73128,01:13.060,73060,,
515,42,22,11,8,15,01:13.2,01:13.2,\N,01:13.203,73203,01:13.201,73201,,
516,42,19,8,23,16,01:13.2,01:13.3,\N,01:13.164,73164,01:13.259,73259,,
517,42,25,3,17,17,01:13.4,\N,\N,01:13.441,73441,,,,
518,42,11,8,22,18,01:13.5,\N,\N,01:13.477,73477,,,,
519,42,24,5,18,19,01:13.5,\N,\N,01:13.484,73484,,,,
520,42,26,5,19,20,01:13.7,\N,\N,01:13.712,73712,,,,
521,42,16,12,20,21,01:14.1,\N,\N,01:14.122,74122,,,,
522,42,27,12,21,22,01:14.6,\N,\N,01:14.597,74597,,,,
523,43,13,6,5,1,01:15.3,01:14.8,01:15.0,01:15.303,75303,01:14.822,74822,01:15.034,75034
524,43,1,1,2,2,01:14.8,01:14.8,01:15.1,01:14.805,74805,01:14.795,74795,01:15.104,75104
525,43,8,6,6,3,01:14.9,01:14.8,01:15.3,01:14.872,74872,01:14.828,74828,01:15.257,75257
526,43,9,2,10,4,01:15.8,01:15.1,01:15.5,01:15.778,75778,01:15.066,75066,01:15.493,75493
527,43,21,4,3,5,01:16.0,01:15.2,01:15.7,01:16.047,76047,01:15.227,75227,01:15.674,75674
528,43,5,4,4,6,01:15.5,01:15.3,01:15.8,01:15.524,75524,01:15.272,75272,01:15.826,75826
529,43,2,2,9,7,01:15.8,01:15.1,01:15.9,01:15.783,75783,01:15.149,75149,01:15.900,75900
530,43,15,7,12,8,01:16.1,01:15.4,01:15.9,01:16.118,76118,01:15.379,75379,01:15.935,75935
531,43,3,3,16,9,01:16.1,01:15.3,01:16.3,01:16.092,76092,01:15.331,75331,01:16.328,76328
532,43,4,1,1,10,01:15.3,01:15.1,\N,01:15.322,75322,01:15.084,75084,,
533,43,23,7,11,11,01:15.8,01:15.5,\N,01:15.760,75760,01:15.534,75534,,
534,43,18,11,7,12,01:16.1,01:15.6,\N,01:16.113,76113,01:15.584,75584,,
535,43,22,11,8,13,01:16.1,01:15.8,\N,01:16.140,76140,01:15.761,75761,,
536,43,17,9,15,14,01:15.7,01:15.8,\N,01:15.746,75746,01:15.806,75806,,
537,43,26,5,19,15,01:16.0,01:16.0,\N,01:15.980,75980,01:16.049,76049,,
538,43,14,9,14,16,01:15.9,\N,\N,01:15.915,75915,,,,
539,43,24,5,18,17,01:16.1,\N,\N,01:16.142,76142,,,,
540,43,25,3,17,18,01:16.2,\N,\N,01:16.241,76241,,,,
541,43,19,8,23,19,01:16.4,\N,\N,01:16.366,76366,,,,
542,43,27,12,21,20,01:17.8,\N,\N,01:17.826,77826,,,,
543,43,16,12,20,21,01:17.9,\N,\N,01:17.915,77915,,,,
544,43,11,8,22,22,01:16.2,\N,\N,01:16.244,76244,,,,
545,44,1,1,2,1,01:19.9,01:19.4,01:20.0,01:19.885,79885,01:19.400,79400,01:19.997,79997
546,44,8,6,6,2,01:19.8,01:19.3,01:20.1,01:19.753,79753,01:19.252,79252,01:20.099,80099
547,44,4,1,1,3,01:19.3,01:19.2,01:20.1,01:19.330,79330,01:19.152,79152,01:20.147,80147
548,44,13,6,5,4,01:19.8,01:19.4,01:20.3,01:19.790,79790,01:19.421,79421,01:20.265,80265
549,44,9,2,10,5,01:20.3,01:20.1,01:20.4,01:20.294,80294,01:20.054,80054,01:20.401,80401
550,44,23,7,11,6,01:20.5,01:19.9,01:20.5,01:20.513,80513,01:19.860,79860,01:20.516,80516
551,44,5,4,4,7,01:20.6,01:20.1,01:20.7,01:20.570,80570,01:20.077,80077,01:20.721,80721
552,44,21,4,3,8,01:20.8,01:20.0,01:20.8,01:20.842,80842,01:20.042,80042,01:20.775,80775
553,44,2,2,9,9,01:20.5,01:20.2,01:20.9,01:20.534,80534,01:20.178,80178,01:20.894,80894
554,44,15,7,12,10,01:21.2,01:20.1,01:21.2,01:21.150,81150,01:20.133,80133,01:21.240,81240
